-1.245	-0.06
-1.24	-0.06
-1.235	-0.06
-1.23	-0.06
-1.225	-0.06
-1.22	-0.06
-1.215	-0.04
-1.21	-0.06
-1.205	-0.06
-1.2	-0.06
-1.195	-0.06
-1.19	-0.06
-1.185	-0.06
-1.18	-0.06
-1.175	-0.06
-1.17	-0.06
-1.165	-0.06
-1.16	-0.06
-1.155	-0.06
-1.15	-0.06
-1.145	-0.06
-1.14	-0.06
-1.135	-0.06
-1.13	-0.06
-1.125	-0.06
-1.12	-0.04
-1.115	-0.06
-1.11	-0.06
-1.105	-0.06
-1.1	-0.06
-1.095	-0.06
-1.09	-0.04
-1.085	-0.06
-1.08	-0.06
-1.075	-0.06
-1.07	-0.06
-1.065	-0.06
-1.06	-0.06
-1.055	-0.06
-1.05	-0.06
-1.045	-0.06
-1.04	-0.06
-1.035	-0.06
-1.03	-0.06
-1.025	-0.06
-1.02	-0.06
-1.015	-0.06
-1.01	-0.06
-1.005	-0.04
-1	-0.06
-0.995	-0.04
-0.99	-0.06
-0.985	-0.06
-0.98	-0.06
-0.975	-0.06
-0.97	-0.06
-0.965	-0.06
-0.96	-0.06
-0.955	-0.06
-0.95	-0.06
-0.945	-0.06
-0.94	-0.06
-0.935	-0.04
-0.93	-0.06
-0.925	-0.04
-0.92	-0.06
-0.915	-0.04
-0.91	-0.06
-0.905	-0.06
-0.9	-0.06
-0.895	-0.06
-0.89	-0.04
-0.885	-0.06
-0.88	-0.06
-0.875	-0.06
-0.87	-0.04
-0.865	-0.06
-0.86	-0.06
-0.855	-0.06
-0.85	-0.06
-0.845	-0.04
-0.84	-0.06
-0.835	-0.06
-0.83	-0.04
-0.825	-0.06
-0.82	-0.06
-0.815	-0.06
-0.81	-0.06
-0.805	-0.06
-0.8	-0.06
-0.795	-0.06
-0.79	-0.06
-0.785	-0.06
-0.78	-0.06
-0.775	-0.06
-0.77	-0.06
-0.765	-0.06
-0.76	-0.06
-0.755	-0.06
-0.75	-0.06
-0.745	-0.06
-0.74	-0.06
-0.735	-0.06
-0.73	-0.06
-0.725	-0.06
-0.72	-0.06
-0.715	-0.04
-0.71	-0.06
-0.705	-0.06
-0.7	-0.04
-0.695	-0.06
-0.69	-0.06
-0.685	-0.08
-0.68	-0.06
-0.675	-0.06
-0.67	-0.06
-0.665	-0.06
-0.66	-0.06
-0.655	-0.06
-0.65	-0.06
-0.645	-0.06
-0.64	-0.06
-0.635	-0.06
-0.63	-0.06
-0.625	-0.06
-0.62	-0.06
-0.615	-0.06
-0.61	-0.04
-0.605	-0.06
-0.6	-0.06
-0.595	-0.06
-0.59	-0.06
-0.585	-0.06
-0.58	-0.04
-0.575	-0.06
-0.57	-0.06
-0.565	-0.06
-0.56	-0.06
-0.555	-0.06
-0.55	-0.06
-0.545	-0.06
-0.54	-0.06
-0.535	-0.06
-0.53	-0.06
-0.525	-0.06
-0.52	-0.06
-0.515	-0.06
-0.51	-0.06
-0.505	-0.06
-0.5	-0.06
-0.495	-0.06
-0.49	-0.06
-0.485	-0.06
-0.48	-0.06
-0.475	-0.06
-0.47	-0.06
-0.465	-0.06
-0.46	-0.06
-0.455	-0.06
-0.45	-0.06
-0.445	-0.04
-0.44	-0.06
-0.435	-0.06
-0.43	-0.06
-0.425	-0.08
-0.42	-0.04
-0.415	-0.06
-0.41	-0.06
-0.405	-0.06
-0.4	-0.06
-0.395	-0.06
-0.39	-0.06
-0.385	-0.06
-0.38	-0.04
-0.375	-0.06
-0.37	-0.06
-0.365	-0.06
-0.36	-0.06
-0.355	-0.06
-0.35	-0.06
-0.345	-0.06
-0.34	-0.06
-0.335	-0.06
-0.33	-0.06
-0.325	-0.06
-0.32	-0.06
-0.315	-0.06
-0.31	-0.06
-0.305	-0.06
-0.3	-0.06
-0.295	-0.06
-0.29	-0.06
-0.285	-0.06
-0.28	-0.06
-0.275	-0.06
-0.27	-0.06
-0.265	-0.04
-0.26	-0.06
-0.255	-0.06
-0.25	-0.06
-0.245	-0.06
-0.24	-0.06
-0.235	-0.04
-0.23	-0.06
-0.225	-0.06
-0.22	-0.06
-0.215	-0.06
-0.21	-0.06
-0.205	-0.06
-0.2	-0.06
-0.195	-0.06
-0.19	-0.06
-0.185	-0.06
-0.18	-0.06
-0.175	-0.06
-0.17	-0.06
-0.165	-0.06
-0.16	-0.06
-0.155	-0.04
-0.15	-0.08
-0.145	-0.04
-0.14	-0.06
-0.135	-0.04
-0.13	-0.06
-0.125	-0.06
-0.12	-0.06
-0.115	-0.06
-0.11	-0.08
-0.105	-0.04
-0.1	-0.06
-0.095	-0.06
-0.09	-0.06
-0.085	-0.06
-0.08	-0.06
-0.075	-0.06
-0.07	-0.06
-0.065	-0.06
-0.06	-0.06
-0.055	-0.06
-0.05	-0.06
-0.045	-0.06
-0.04	-0.06
-0.035	-0.04
-0.03	-0.04
-0.025	-0.06
-0.02	-0.06
-0.015	-0.06
-0.01	-0.04
-0.005	0.08
0	0.34
0.005	0.54
0.01	0.84
0.015	1.14
0.02	1.36
0.025	1.5
0.03	1.44
0.035	1.22
0.04	0.96
0.045	0.7
0.05	0.56
0.055	0.5
0.06	0.48
0.065	0.56
0.07	0.68
0.075	0.9
0.08	1.16
0.085	1.38
0.09	1.42
0.095	1.36
0.1	1.2
0.105	1.02
0.11	0.84
0.115	0.68
0.12	0.56
0.125	0.5
0.13	0.58
0.135	0.76
0.14	0.98
0.145	1.22
0.15	1.36
0.155	1.4
0.16	1.34
0.165	1.18
0.17	1
0.175	0.78
0.18	0.64
0.185	0.54
0.19	0.58
0.195	0.7
0.2	0.88
0.205	1.08
0.21	1.26
0.215	1.36
0.22	1.36
0.225	1.26
0.23	1.08
0.235	0.9
0.24	0.72
0.245	0.62
0.25	0.6
0.255	0.66
0.26	0.8
0.265	1
0.27	1.18
0.275	1.3
0.28	1.36
0.285	1.28
0.29	1.16
0.295	0.98
0.3	0.82
0.305	0.7
0.31	0.62
0.315	0.64
0.32	0.74
0.325	0.9
0.33	1.1
0.335	1.24
0.34	1.32
0.345	1.32
0.35	1.22
0.355	1.06
0.36	0.9
0.365	0.76
0.37	0.66
0.375	0.64
0.38	0.72
0.385	0.86
0.39	1.02
0.395	1.18
0.4	1.28
0.405	1.3
0.41	1.24
0.415	1.1
0.42	0.96
0.425	0.8
0.43	0.72
0.435	0.66
0.44	0.7
0.445	0.82
0.45	0.96
0.455	1.12
0.46	1.22
0.465	1.28
0.47	1.26
0.475	1.14
0.48	1
0.485	0.86
0.49	0.76
0.495	0.68
0.5	0.7
0.505	0.78
0.51	0.9
0.515	1.06
0.52	1.16
0.525	1.26
0.53	1.24
0.535	1.16
0.54	1.04
0.545	0.92
0.55	0.78
0.555	0.74
0.56	0.7
0.565	0.76
0.57	0.86
0.575	0.98
0.58	1.12
0.585	1.2
0.59	1.22
0.595	1.18
0.6	1.08
0.605	0.94
0.61	0.84
0.615	0.74
0.62	0.7
0.625	0.74
0.63	0.8
