  0.0000000000000000e+000  3.0492300000000000e+000  1.7874800000000000e+000
  1.0000000000000000e-001  3.0497200000000000e+000  1.7730400000000000e+000
  2.0000000000000000e-001  3.0492300000000000e+000  1.7874800000000000e+000
  3.0000000000000000e-001  3.0497200000000000e+000  1.7877700000000000e+000
  4.0000000000000000e-001  3.0458400000000000e+000  1.7855000000000000e+000
  5.0000000000000000e-001  3.0291500000000000e+000  1.7818700000000000e+000
  6.0000000000000010e-001  3.0492300000000000e+000  1.7874800000000000e+000
  7.0000000000000010e-001  3.0492300000000000e+000  1.7874800000000000e+000
  8.0000000000000000e-001  3.0492300000000000e+000  1.7874800000000000e+000
  9.0000000000000000e-001  3.0347600000000000e+000  1.8022600000000000e+000
  1.0000000000000000e+000  3.0436200000000000e+000  1.7818700000000000e+000
  1.1000000000000000e+000  3.0441100000000000e+000  1.7821600000000000e+000
  1.2000000000000000e+000  3.0526100000000000e+000  1.7894600000000000e+000
  1.3000000000000000e+000  3.0497200000000000e+000  1.8025500000000000e+000
  1.4000000000000000e+000  3.0497200000000000e+000  1.7877700000000000e+000
  1.5000000000000000e+000  3.0436200000000000e+000  1.7818700000000000e+000
  1.6000000000000000e+000  3.0497200000000000e+000  1.8025500000000000e+000
  1.7000000000000000e+000  3.0492300000000000e+000  1.8022600000000000e+000
  1.8000000000000000e+000  3.0441100000000000e+000  1.7821600000000000e+000
  1.9000000000000000e+000  3.0492300000000000e+000  1.8022600000000000e+000
  2.0000000000000000e+000  3.0436200000000000e+000  1.7818700000000000e+000
  2.1000000000000000e+000  3.0492300000000000e+000  1.7874800000000000e+000
  2.2000000000000000e+000  3.0436200000000000e+000  1.7818700000000000e+000
  2.3000000000000000e+000  3.0492300000000000e+000  1.7874800000000000e+000
  2.4000000000000000e+000  3.0492300000000000e+000  1.7874800000000000e+000
  2.5000000000000000e+000  3.0492300000000000e+000  1.8022600000000000e+000
  2.6000000000000000e+000  3.0492300000000000e+000  1.8022600000000000e+000
  2.7000000000000000e+000  3.0492300000000000e+000  1.7874800000000000e+000
  2.8000000000000000e+000  3.0431200000000000e+000  1.7815800000000000e+000
  2.9000000000000000e+000  3.0436200000000000e+000  1.7818700000000000e+000
  3.0000000000000000e+000  3.0782700000000000e+000  1.7874800000000000e+000
  3.1000000000000000e+000  3.1074900000000000e+000  1.7874800000000000e+000
  3.2000000000000000e+000  3.1761900000000000e+000  1.7821600000000000e+000
  3.3000000000000000e+000  3.2260900000000000e+000  1.7727500000000000e+000
  3.4000000000000000e+000  3.3168800000000000e+000  1.7874800000000000e+000
  3.5000000000000000e+000  3.3783100000000000e+000  1.7874800000000000e+000
  3.6000000000000000e+000  3.4505300000000000e+000  1.7671400000000000e+000
  3.7000000000000000e+000  3.5192500000000000e+000  1.7727500000000000e+000
  3.8000000000000000e+000  3.5620600000000000e+000  1.7674200000000000e+000
  3.9000000000000000e+000  3.6153600000000000e+000  1.7727500000000000e+000
  4.0000000000000000e+000  3.6153600000000000e+000  1.7874800000000000e+000
  4.1000000000000000e+000  3.6113500000000000e+000  1.7707800000000000e+000
  4.2000000000000000e+000  3.6097500000000000e+000  1.7818700000000000e+000
  4.3000000000000000e+000  3.6147800000000000e+000  1.7871900000000000e+000
  4.4000000000000000e+000  3.6159500000000000e+000  1.7877700000000000e+000
  4.5000000000000000e+000  3.6097500000000000e+000  1.7818700000000000e+000
  4.6000000000000010e+000  3.6153600000000000e+000  1.7874800000000000e+000
  4.7000000000000000e+000  3.6147800000000000e+000  1.7871900000000000e+000
  4.8000000000000010e+000  3.5781000000000000e+000  1.7969400000000000e+000
  4.9000000000000000e+000  3.5614800000000000e+000  1.7966500000000000e+000
  5.0000000000000000e+000  3.5676600000000000e+000  1.8025500000000000e+000
  5.1000000000000010e+000  3.5614800000000000e+000  1.7966500000000000e+000
  5.2000000000000000e+000  3.5670900000000000e+000  1.8170900000000000e+000
  5.3000000000000010e+000  3.5614800000000000e+000  1.8263600000000000e+000
  5.4000000000000000e+000  3.5676600000000000e+000  1.8322600000000000e+000
  5.5000000000000000e+000  3.5670900000000000e+000  1.8469000000000000e+000
  5.6000000000000010e+000  3.5575300000000000e+000  1.8542100000000000e+000
  5.7000000000000000e+000  3.5670900000000000e+000  1.8618800000000000e+000
  5.8000000000000010e+000  3.5670900000000000e+000  1.8769100000000000e+000
  5.9000000000000000e+000  3.5516700000000000e+000  1.8923000000000000e+000
  6.0000000000000000e+000  3.5676600000000000e+000  1.9074400000000000e+000
